0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	30	30	30	30	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	3	3	3	3	3	98	98	98	98	98	98	98	97	97	97	97	97	90	90	90	90	90	90	90	18	18	18	18	18	82	82	82	82	82	44	44	44	44	103	103	107	107	107	107	107	107	75	75	75	75	75	75	75	75	75	75	75	53	53	41	41	41	41	41	41	16	16	16	30	30	30	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	3	3	3	3	98	98	98	98	98	98	98	97	97	97	97	97	90	90	90	90	90	90	90	18	18	18	18	18	82	82	82	82	82	44	44	44	44	103	103	107	107	107	107	107	107	49	49	49	49	75	75	75	75	75	75	53	53	53	41	41	41	41	41	41	79	79	16	16	30	30	30	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	111	111	111	3	98	98	98	98	98	98	98	97	97	97	97	97	90	90	90	90	90	90	90	18	18	18	18	18	82	82	82	82	82	44	44	44	44	103	103	103	107	107	107	107	107	49	49	49	49	49	75	75	75	75	75	53	53	53	53	41	41	41	41	41	79	79	79	16	16	30	30	30	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	109	109	109	5	5	5	111	111	111	111	111	111	111	98	98	98	98	98	98	97	97	97	97	97	90	90	90	90	90	90	90	18	18	18	18	18	82	82	82	82	82	44	44	43	43	103	103	103	107	107	107	107	107	49	49	49	49	75	75	75	75	75	75	53	53	53	53	53	53	41	41	81	81	79	79	79	16	16	16	30	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	109	109	109	109	109	5	111	111	111	111	111	111	111	111	98	98	98	98	98	97	97	97	97	97	97	90	90	90	90	90	90	90	18	18	18	18	18	82	82	82	82	82	44	44	44	44	103	103	103	107	107	107	107	49	49	49	49	49	49	49	49	75	75	75	53	53	53	53	53	53	23	23	81	81	81	79	79	79	16	16	30	30	0	0	0	0	0	0
